Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-3928665,"EPH-ephrin mediated repulsion of cells",2,55,0.0037873571133452692,0.339094879825962,0.43888882854527567,2,9,6.703411291523909E-4,9606,Homo sapiens,"MMP2;ADAM10","","R-HSA-3928657;R-HSA-3928660"
R-HSA-2173793,"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer",2,55,0.0037873571133452692,0.339094879825962,0.43888882854527567,1,38,0.0028303292119767616,9606,Homo sapiens,"SERPINE1","","R-HSA-2106586"
R-HSA-5654228,"Phospholipase C-mediated cascade; FGFR4",1,19,0.0013083597300647294,0.3405379214765909,0.43888882854527567,3,3,2.2344704305079697E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654151;R-HSA-5654163;R-HSA-5654169"
R-HSA-2173791,"TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)",1,19,0.0013083597300647294,0.3405379214765909,0.43888882854527567,5,6,4.4689408610159393E-4,9606,Homo sapiens,"TGFB1","","R-HSA-2160931;R-HSA-2160932;R-HSA-2134532;R-HSA-2160935;R-HSA-2134519"
R-HSA-190239,"FGFR3 ligand binding and activation",1,19,0.0013083597300647294,0.3405379214765909,0.43888882854527567,2,6,4.4689408610159393E-4,9606,Homo sapiens,"FGF2","","R-HSA-190388;R-HSA-190261"
R-HSA-419408,"Lysosphingolipid and LPA receptors",1,19,0.0013083597300647294,0.3405379214765909,0.43888882854527567,1,5,3.7241173841799495E-4,9606,Homo sapiens,"PRG4","","R-HSA-6797630"
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",1,20,0.001377220768489189,0.35484073020383233,0.43888882854527567,3,13,9.682705198867869E-4,9606,Homo sapiens,"TGFB1I1","","R-HSA-8848611;R-HSA-8848606;R-HSA-8848618"
R-HSA-9678110,"Attachment and Entry",1,20,0.001377220768489189,0.35484073020383233,0.43888882854527567,2,10,7.448234768359899E-4,9606,Homo sapiens,"CTSL1;CTSL","","R-HSA-9685655;R-HSA-9686710"
R-HSA-168268,"Virus Assembly and Release",1,20,0.001377220768489189,0.35484073020383233,0.43888882854527567,1,21,0.0015641293013555788,9606,Homo sapiens,"CALR","","R-HSA-169921"
R-HSA-8941858,"Regulation of RUNX3 expression and activity",2,57,0.003925079190194188,0.3548851824458126,0.43888882854527567,2,9,6.703411291523909E-4,9606,Homo sapiens,"PSMD8;TGFB1","","R-HSA-8952408;R-HSA-8937814"
R-HSA-977606,"Regulation of Complement cascade",4,139,0.009571684340999862,0.36262470492708243,0.43888882854527567,5,42,0.0031282586027111575,9606,Homo sapiens,"VTN;CD59;F2;CLU","","R-HSA-8852580;R-HSA-2530453;R-HSA-2530445;R-HSA-8852716;R-HSA-2530429"
R-HSA-5689603,"UCH proteinases",3,98,0.006748381765597025,0.36290227777885575,0.43888882854527567,7,11,8.193058245195889E-4,9606,Homo sapiens,"PSMD8;TGFB1;HCFC1","","R-HSA-5690790;R-HSA-5690759;R-HSA-5690785;R-HSA-5689630;R-HSA-5665854;R-HSA-5665871;R-HSA-2179291"
R-HSA-190242,"FGFR1 ligand binding and activation",1,21,0.0014460818069136482,0.36883428541092445,0.43888882854527567,4,7,5.213764337851929E-4,9606,Homo sapiens,"FGF2","","R-HSA-190256;R-HSA-190245;R-HSA-190427;R-HSA-190429"
R-HSA-9671793,"Diseases of hemostasis",1,21,0.0014460818069136482,0.36883428541092445,0.43888882854527567,2,18,0.0013406822583047818,9606,Homo sapiens,"F2","","R-HSA-9653249;R-HSA-9666383"
R-HSA-9651496,"Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)",1,21,0.0014460818069136482,0.36883428541092445,0.43888882854527567,2,18,0.0013406822583047818,9606,Homo sapiens,"F2","","R-HSA-9653249;R-HSA-9666383"
R-HSA-3371571,"HSF1-dependent transactivation",2,59,0.004062801267043107,0.3705403355120802,0.43888882854527567,4,8,5.958587814687919E-4,9606,Homo sapiens,"COL4A6;SERPINH1","","R-HSA-3371554;R-HSA-5082356;R-HSA-5082369;R-HSA-5082384"
R-HSA-2682334,"EPH-Ephrin signaling",3,101,0.006954964880870404,0.38061336507085164,0.43888882854527567,3,56,0.004171011470281543,9606,Homo sapiens,"SDCBP;MMP2;ADAM10","","R-HSA-3928657;R-HSA-3928660;R-HSA-4093329"
R-HSA-5654219,"Phospholipase C-mediated cascade: FGFR1",1,22,0.0015149428453381077,0.38252525310037966,0.43888882854527567,3,3,2.2344704305079697E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654167;R-HSA-5654165;R-HSA-5654149"
R-HSA-3229121,"Glycogen storage diseases",1,22,0.0015149428453381077,0.38252525310037966,0.43888882854527567,1,10,7.448234768359899E-4,9606,Homo sapiens,"ADAMTS4","","R-HSA-9036729"
R-HSA-177929,"Signaling by EGFR",2,61,0.004200523343892026,0.3860429418907586,0.43888882854527567,1,49,0.0036496350364963502,9606,Homo sapiens,"ADAM17;ADAM10","","R-HSA-177946"
R-HSA-2033519,"Activated point mutants of FGFR2",1,23,0.0015838038837625672,0.39592015603293085,0.43888882854527567,6,10,7.448234768359899E-4,9606,Homo sapiens,"FGF2","","R-HSA-2033486;R-HSA-2077421;R-HSA-2033474;R-HSA-2077424;R-HSA-2033472;R-HSA-2033488"
R-HSA-432142,"Platelet sensitization by LDL",1,23,0.0015838038837625672,0.39592015603293085,0.43888882854527567,4,9,6.703411291523909E-4,9606,Homo sapiens,"APOB","","R-HSA-432129;R-HSA-435244;R-HSA-8948034;R-HSA-432121"
R-HSA-2979096,"NOTCH2 Activation and Transmission of Signal to the Nucleus",1,23,0.0015838038837625672,0.39592015603293085,0.43888882854527567,1,11,8.193058245195889E-4,9606,Homo sapiens,"ADAM10","","R-HSA-157629"
R-HSA-3928664,"Ephrin signaling",1,23,0.0015838038837625672,0.39592015603293085,0.43888882854527567,1,11,8.193058245195889E-4,9606,Homo sapiens,"SDCBP","","R-HSA-4093329"
R-HSA-5654710,"PI-3K cascade:FGFR3",1,24,0.0016526649221870265,0.40902537679617923,0.43888882854527567,6,7,5.213764337851929E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-5654637"
R-HSA-8851708,"Signaling by FGFR2 IIIa TM",1,24,0.0016526649221870265,0.40902537679617923,0.43888882854527567,1,2,1.4896469536719798E-4,9606,Homo sapiens,"FGF2","","R-HSA-8853320"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",1,24,0.0016526649221870265,0.40902537679617923,0.43888882854527567,2,9,6.703411291523909E-4,9606,Homo sapiens,"MMP1","","R-HSA-2179413;R-HSA-2179402"
R-HSA-376176,"Signaling by ROBO receptors",6,235,0.01618234402974797,0.40984268288339964,0.43888882854527567,28,60,0.004468940861015939,9606,Homo sapiens,"PSMD8;CXCL12;COL16A1;GPC1;COL4A5;SLIT2","","R-HSA-376141;R-HSA-376140;R-HSA-204364;R-HSA-376149;R-HSA-428885;R-HSA-376145;R-HSA-9010396;R-HSA-428883;R-HSA-373715;R-HSA-428511;R-HSA-8986258;R-HSA-9010898;R-HSA-428888;R-HSA-428518;R-HSA-9010539;R-HSA-9010541;R-HSA-428515;R-HSA-428522;R-HSA-428534;R-HSA-9010872;R-HSA-428535;R-HSA-428533;R-HSA-8985594;R-HSA-428531;R-HSA-9010815;R-HSA-9011313;R-HSA-428536;R-HSA-8985591"
R-HSA-3299685,"Detoxification of Reactive Oxygen Species",2,65,0.004475967497589863,0.4165294580897294,0.43888882854527567,2,34,0.0025323998212423656,9606,Homo sapiens,"PRDX2;PRDX6","","R-HSA-3343700;R-HSA-3341343"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",4,151,0.010398016802093376,0.4214653910071675,0.43888882854527567,16,95,0.007075823029941904,9606,Homo sapiens,"FGB;FGG;S100A9;S100A8","","R-HSA-166082;R-HSA-2201316;R-HSA-166119;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-937059;R-HSA-166284;R-HSA-937022;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-937079;R-HSA-166363;R-HSA-166072;R-HSA-2262777"
R-HSA-5654221,"Phospholipase C-mediated cascade; FGFR2",1,25,0.001721525960611486,0.4218471608073673,0.43888882854527567,3,3,2.2344704305079697E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654147;R-HSA-5654159;R-HSA-5654157"
R-HSA-5654720,"PI-3K cascade:FGFR4",1,25,0.001721525960611486,0.4218471608073673,0.43888882854527567,6,7,5.213764337851929E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654662;R-HSA-5654659;R-HSA-5654669;R-HSA-5654717;R-HSA-5654714;R-HSA-5654667"
R-HSA-6807004,"Negative regulation of MET activity",1,25,0.001721525960611486,0.4218471608073673,0.43888882854527567,7,10,7.448234768359899E-4,9606,Homo sapiens,"HGF","","R-HSA-6807027;R-HSA-8875490;R-HSA-6807008;R-HSA-8875183;R-HSA-8874685;R-HSA-8875451;R-HSA-8875482"
R-HSA-445144,"Signal transduction by L1",1,25,0.001721525960611486,0.4218471608073673,0.43888882854527567,1,11,8.193058245195889E-4,9606,Homo sapiens,"ITGA5","","R-HSA-374686"
R-HSA-9029569,"NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux",2,66,0.004544828536014323,0.4240331923587184,0.43888882854527567,2,40,0.0029792939073439596,9606,Homo sapiens,"APOE","","R-HSA-9031512;R-HSA-9031522"
R-HSA-5654704,"SHC-mediated cascade:FGFR3",1,26,0.0017903869990359455,0.43439161925236125,0.43888882854527567,4,4,2.9792939073439596E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654646;R-HSA-5654647;R-HSA-5654625;R-HSA-5654634"
R-HSA-190241,"FGFR2 ligand binding and activation",1,26,0.0017903869990359455,0.43439161925236125,0.43888882854527567,4,5,3.7241173841799495E-4,9606,Homo sapiens,"FGF2","","R-HSA-190258;R-HSA-5656070;R-HSA-190260;R-HSA-190413"
R-HSA-210991,"Basigin interactions",1,26,0.0017903869990359455,0.43439161925236125,0.43888882854527567,1,10,7.448234768359899E-4,9606,Homo sapiens,"MMP1","","R-HSA-375135"
R-HSA-70221,"Glycogen breakdown (glycogenolysis)",1,26,0.0017903869990359455,0.43439161925236125,0.43888882854527567,1,15,0.0011172352152539848,9606,Homo sapiens,"ADAMTS4","","R-HSA-9036727"
R-HSA-9018519,"Estrogen-dependent gene expression",4,154,0.010604599917366755,0.4360038297606411,0.43888882854527567,5,66,0.004915834947117533,9606,Homo sapiens,"CXCL12;CTSD","","R-HSA-8954207;R-HSA-9023840;R-HSA-9023845;R-HSA-9023846;R-HSA-8954199"
R-HSA-2644603,"Signaling by NOTCH1 in Cancer",2,68,0.004682550612863242,0.43888882854527567,0.43888882854527567,4,39,0.0029048115596603604,9606,Homo sapiens,"ADAM17;ADAM10","","R-HSA-2220976;R-HSA-2220944;R-HSA-2730752;R-HSA-2666278"
R-HSA-2644606,"Constitutive Signaling by NOTCH1 PEST Domain Mutants",2,68,0.004682550612863242,0.43888882854527567,0.43888882854527567,1,21,0.0015641293013555788,9606,Homo sapiens,"ADAM17;ADAM10","","R-HSA-2220944"
R-HSA-2894862,"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants",2,68,0.004682550612863242,0.43888882854527567,0.43888882854527567,1,21,0.0015641293013555788,9606,Homo sapiens,"ADAM17;ADAM10","","R-HSA-2220976"
R-HSA-2894858,"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer",2,68,0.004682550612863242,0.43888882854527567,0.43888882854527567,1,21,0.0015641293013555788,9606,Homo sapiens,"ADAM17;ADAM10","","R-HSA-2220976"
R-HSA-2644602,"Signaling by NOTCH1 PEST Domain Mutants in Cancer",2,68,0.004682550612863242,0.43888882854527567,0.43888882854527567,1,21,0.0015641293013555788,9606,Homo sapiens,"ADAM17;ADAM10","","R-HSA-2220944"
R-HSA-381119,"Unfolded Protein Response (UPR)",4,155,0.010673460955791213,0.44082785018960036,0.44082785018960036,5,94,0.0070013406822583045,9606,Homo sapiens,"HSPA5;CALR","","R-HSA-1791082;R-HSA-381158;R-HSA-381217;R-HSA-1791150;R-HSA-381086"
R-HSA-5653656,"Vesicle-mediated transport",19,824,0.05674149566175458,0.44194902796466784,0.44194902796466784,62,252,0.018769551616266946,9606,Homo sapiens,"SPARC;CTSZ;APOA1;F5;COL1A1;LMAN1;COL3A1;COL1A2;COL4A2;COL4A1;COL7A1;CPD;LMAN2;CD59;APOE;CALR;APOB;CTSC","","R-HSA-8868230;R-HSA-5694418;R-HSA-2512800;R-HSA-5694417;R-HSA-5694431;R-HSA-5694428;R-HSA-8868236;R-HSA-5694427;R-HSA-2168889;R-HSA-5694410;R-HSA-8871194;R-HSA-2981040;R-HSA-8871193;R-HSA-5694409;R-HSA-2187264;R-HSA-6807877;R-HSA-6807875;R-HSA-8867756;R-HSA-2197770;R-HSA-8868651;R-HSA-2197645;R-HSA-8867754;R-HSA-2197646;R-HSA-8868648;R-HSA-5694439;R-HSA-8868661;R-HSA-5694436;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-5694435;R-HSA-432688;R-HSA-5694446;R-HSA-8869438;R-HSA-5694441;R-HSA-421831;R-HSA-432706;R-HSA-432707;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-6809003;R-HSA-421835;R-HSA-432712;R-HSA-421833;R-HSA-6809011;R-HSA-6809010;R-HSA-2187261;R-HSA-8868071;R-HSA-3221843;R-HSA-2507854;R-HSA-8863471;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-8868072;R-HSA-2173778;R-HSA-2247511;R-HSA-2203479;R-HSA-2247514;R-HSA-2247512;R-HSA-2247513"
R-HSA-166658,"Complement cascade",4,156,0.010742321994215672,0.4456398225402436,0.4456398225402436,9,71,0.0052882466855355284,9606,Homo sapiens,"VTN;CD59;F2;CLU","","R-HSA-8852580;R-HSA-2530453;R-HSA-173723;R-HSA-173720;R-HSA-2530445;R-HSA-8852716;R-HSA-2530429;R-HSA-173725;R-HSA-173709"
R-HSA-5654706,"FRS-mediated FGFR3 signaling",1,27,0.001859248037460405,0.4466647319615321,0.4466647319615321,9,9,6.703411291523909E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654631;R-HSA-5654628;R-HSA-8941628;R-HSA-5654416;R-HSA-5654623;R-HSA-5654413;R-HSA-5654408;R-HSA-5654633;R-HSA-5654409"
R-HSA-5654719,"SHC-mediated cascade:FGFR4",1,27,0.001859248037460405,0.4466647319615321,0.4466647319615321,4,4,2.9792939073439596E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654423;R-HSA-5654428;R-HSA-5654426;R-HSA-5654425"
R-HSA-3371453,"Regulation of HSF1-mediated heat shock response",3,113,0.007781297341963917,0.4500945014689821,0.4500945014689821,7,14,0.0010427528675703858,9606,Homo sapiens,"HSPA5;COL4A6;SERPINH1","","R-HSA-5251955;R-HSA-5251942;R-HSA-5251959;R-HSA-3371467;R-HSA-5252041;R-HSA-3371518;R-HSA-5252079"
R-HSA-9707616,"Heme signaling",2,70,0.004820272689712161,0.45353342550462195,0.45353342550462195,1,25,0.0018620586920899747,9606,Homo sapiens,"APOA1;APOB","","R-HSA-9707586"
R-HSA-5654712,"FRS-mediated FGFR4 signaling",1,28,0.0019281090758848643,0.45867235022451525,0.45867235022451525,9,9,6.703411291523909E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654422;R-HSA-5654663;R-HSA-5654658;R-HSA-5654418;R-HSA-8941613;R-HSA-5654655;R-HSA-5654653;R-HSA-5654651;R-HSA-5654664"
R-HSA-5654689,"PI-3K cascade:FGFR1",1,28,0.0019281090758848643,0.45867235022451525,0.45867235022451525,6,7,5.213764337851929E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654692;R-HSA-5654596;R-HSA-5654594;R-HSA-5654690;R-HSA-5654592;R-HSA-5654591"
R-HSA-2173788,"Downregulation of TGF-beta receptor signaling",1,28,0.0019281090758848643,0.45867235022451525,0.45867235022451525,11,28,0.0020855057351407717,9606,Homo sapiens,"TGFB1","","R-HSA-178178;R-HSA-2128994;R-HSA-2169046;R-HSA-178218;R-HSA-173483;R-HSA-173512;R-HSA-2127562;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293;R-HSA-178189"
R-HSA-8964038,"LDL clearance",1,28,0.0019281090758848643,0.45867235022451525,0.45867235022451525,7,19,0.0014151646059883808,9606,Homo sapiens,"APOB","","R-HSA-171106;R-HSA-171122;R-HSA-171059;R-HSA-8933258;R-HSA-8865667;R-HSA-171141;R-HSA-8876366"
R-HSA-9013507,"NOTCH3 Activation and Transmission of Signal to the Nucleus",1,28,0.0019281090758848643,0.45867235022451525,0.45867235022451525,1,15,0.0011172352152539848,9606,Homo sapiens,"ADAM10","","R-HSA-9013284"
R-HSA-5358346,"Hedgehog ligand biogenesis",2,72,0.00495799476656108,0.4679577624168433,0.4679577624168433,2,15,0.0011172352152539848,9606,Homo sapiens,"PSMD8;ADAM17","","R-HSA-5362448;R-HSA-5362793"
R-HSA-1369062,"ABC transporters in lipid homeostasis",1,29,0.001996970114309324,0.4704201995446422,0.4704201995446422,1,11,8.193058245195889E-4,9606,Homo sapiens,"APOA1","","R-HSA-382553"
R-HSA-982772,"Growth hormone receptor signaling",1,29,0.001996970114309324,0.4704201995446422,0.4704201995446422,1,28,0.0020855057351407717,9606,Homo sapiens,"ADAM17","","R-HSA-1168777"
R-HSA-5654688,"SHC-mediated cascade:FGFR1",1,30,0.0020658311527337833,0.4819138823345379,0.4819138823345379,4,4,2.9792939073439596E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654582;R-HSA-5654597;R-HSA-5654573;R-HSA-5654600"
R-HSA-201451,"Signaling by BMP",1,30,0.0020658311527337833,0.4819138823345379,0.4819138823345379,8,17,0.0012661999106211828,9606,Homo sapiens,"BMP2","","R-HSA-201475;R-HSA-201443;R-HSA-201810;R-HSA-201457;R-HSA-201648;R-HSA-201476;R-HSA-201821;R-HSA-201453"
R-HSA-6783589,"Interleukin-6 family signaling",1,30,0.0020658311527337833,0.4819138823345379,0.4819138823345379,4,34,0.0025323998212423656,9606,Homo sapiens,"CRLF1","","R-HSA-6783670;R-HSA-6783556;R-HSA-5696490;R-HSA-6783530"
R-HSA-8863678,"Neurodegenerative Diseases",1,30,0.0020658311527337833,0.4819138823345379,0.4819138823345379,1,22,0.0016386116490391778,9606,Homo sapiens,"PRDX2","","R-HSA-8868573"
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",1,30,0.0020658311527337833,0.4819138823345379,0.4819138823345379,1,22,0.0016386116490391778,9606,Homo sapiens,"PRDX2","","R-HSA-8868573"
R-HSA-8939211,"ESR-mediated signaling",6,256,0.017628425836661618,0.4900432037457635,0.4900432037457635,6,111,0.008267540592879487,9606,Homo sapiens,"CXCL12;MMP1;MMP2;CTSD","","R-HSA-9624272;R-HSA-8954207;R-HSA-9023840;R-HSA-9023845;R-HSA-9023846;R-HSA-8954199"
R-HSA-5654693,"FRS-mediated FGFR1 signaling",1,31,0.0021346921911582425,0.4931588805543161,0.4931588805543161,9,9,6.703411291523909E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654578;R-HSA-5654575;R-HSA-5654586;R-HSA-5654587;R-HSA-5654571;R-HSA-5654584;R-HSA-5654392;R-HSA-8941623;R-HSA-5654569"
R-HSA-5654695,"PI-3K cascade:FGFR2",1,31,0.0021346921911582425,0.4931588805543161,0.4931588805543161,6,7,5.213764337851929E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654614;R-HSA-5654612;R-HSA-5654622;R-HSA-5654620;R-HSA-5654701;R-HSA-5654697"
R-HSA-8949613,"Cristae formation",1,31,0.0021346921911582425,0.4931588805543161,0.4931588805543161,1,2,1.4896469536719798E-4,9606,Homo sapiens,"APOO","","R-HSA-8949609"
R-HSA-1187000,"Fertilization",1,31,0.0021346921911582425,0.4931588805543161,0.4931588805543161,1,9,6.703411291523909E-4,9606,Homo sapiens,"ADAM9","","R-HSA-1297338"
R-HSA-1266695,"Interleukin-7 signaling",1,31,0.0021346921911582425,0.4931588805543161,0.4931588805543161,1,26,0.0019365410397735737,9606,Homo sapiens,"HGF","","R-HSA-1266684"
R-HSA-9013408,"RHOG GTPase cycle",2,78,0.005371160997107836,0.5098340905751247,0.5098340905751247,2,6,4.4689408610159393E-4,9606,Homo sapiens,"LMAN1;ARHGDIA","","R-HSA-9014456;R-HSA-9014467"
R-HSA-8936459,"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",2,78,0.005371160997107836,0.5098340905751247,0.5098340905751247,5,33,0.0024579174735587664,9606,Homo sapiens,"THBS1","","R-HSA-8937016;R-HSA-8936989;R-HSA-8937022;R-HSA-8936995;R-HSA-8936979"
R-HSA-5654699,"SHC-mediated cascade:FGFR2",1,33,0.0022724142680071615,0.5149241642958664,0.5149241642958664,4,4,2.9792939073439596E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402"
R-HSA-8853338,"Signaling by FGFR3 point mutants in cancer",1,33,0.0022724142680071615,0.5149241642958664,0.5149241642958664,13,19,0.0014151646059883808,9606,Homo sapiens,"FGF2","","R-HSA-5655285;R-HSA-5655315;R-HSA-5655262;R-HSA-5655295;R-HSA-5655289;R-HSA-5655270;R-HSA-2077420;R-HSA-2012074;R-HSA-2012073;R-HSA-5655247;R-HSA-5655244;R-HSA-5655277;R-HSA-5655243"
R-HSA-5655332,"Signaling by FGFR3 in disease",1,33,0.0022724142680071615,0.5149241642958664,0.5149241642958664,13,28,0.0020855057351407717,9606,Homo sapiens,"FGF2","","R-HSA-5655285;R-HSA-5655315;R-HSA-5655262;R-HSA-5655295;R-HSA-5655289;R-HSA-5655270;R-HSA-2077420;R-HSA-2012074;R-HSA-2012073;R-HSA-5655247;R-HSA-5655244;R-HSA-5655277;R-HSA-5655243"
R-HSA-9013106,"RHOC GTPase cycle",2,79,0.005440022035532296,0.5166018036370081,0.5166018036370081,2,6,4.4689408610159393E-4,9606,Homo sapiens,"LMAN1;ARHGDIA","","R-HSA-9013108;R-HSA-9714361"
R-HSA-199992,"trans-Golgi Network Vesicle Budding",2,80,0.005508883073956756,0.5233074023369837,0.5233074023369837,8,19,0.0014151646059883808,9606,Homo sapiens,"CPD;CTSZ","","R-HSA-421831;R-HSA-432706;R-HSA-432707;R-HSA-432688;R-HSA-421836;R-HSA-421835;R-HSA-432712;R-HSA-421833"
R-HSA-5654700,"FRS-mediated FGFR2 signaling",1,34,0.002341275306431621,0.5254548344355354,0.5254548344355354,9,9,6.703411291523909E-4,9606,Homo sapiens,"FGF2","","R-HSA-5654615;R-HSA-5654608;R-HSA-5654607;R-HSA-5654399;R-HSA-8941618;R-HSA-5654605;R-HSA-5654397;R-HSA-5654618;R-HSA-5654603"
R-HSA-5576892,"Phase 0 - rapid depolarisation",1,34,0.002341275306431621,0.5254548344355354,0.5254548344355354,1,2,1.4896469536719798E-4,9606,Homo sapiens,"FGF13","","R-HSA-5576895"
R-HSA-5654732,"Negative regulation of FGFR3 signaling",1,34,0.002341275306431621,0.5254548344355354,0.5254548344355354,3,14,0.0010427528675703858,9606,Homo sapiens,"FGF2","","R-HSA-5654679;R-HSA-5654565;R-HSA-5654730"
